HH1,HH2,LN,MWM1,MWM2,MWM3,MWMINT,MWM4,MWM5,MWM6D,MWM6M,MWM6Y,MWM8,MWM9,MWM17,MWM7H,MWM7M,MWM10H,MWM10M,MWM11,MWM12,MWM13,MWM14,MWM15,MWM22,MWM23,MWM24,MWMHINT,MWMFIN,MWB3M,MWB3Y,MWB4,MWB5,MWB6A,MWB6B,MWB7,MWB9,MWB10A,MWB10B,MWB11,MWB12A,MWB12B,MWB14,MWB15,MWB16,MWB17,MWB18,MWB19A,MWB19B,MWB19C,MWB19D,MWB19E,MWB19F,MWB19X,MWB19NR,MMT1,MMT2,MMT3,MMT4,MMT5,MMT6A,MMT6B,MMT6C,MMT6D,MMT6E,MMT6F,MMT6G,MMT6H,MMT6I,MMT9,MMT10,MMT11,MMT12,MCM1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,MCM9,MCM10,MCM11,MCM12,MCM15,MCM16,MCM17,MCM18M,MCM18Y,MDV1A,MDV1B,MDV1C,MDV1D,MDV1E,MVT1,MVT2,MVT3,MVT5,MVT6,MVT7A,MVT7B,MVT7X,MVT7NR,MVT8,MVT9,MVT10,MVT11,MVT12,MVT13,MVT14,MVT17,MVT18A,MVT18B,MVT18X,MVT18NR,MVT19,MVT20,MVT21,MVT22A,MVT22B,MVT22C,MVT22D,MVT22E,MVT22F,MVT22X,MMA1,MMA3,MMA4,MMA5,MMA6,MMA7,MMA8M,MMA8Y,MMA11,MSB1,MSB2U,MSB2N,MSB3,MSB4,MSB6,MSB7,MSB8,MSB9,MSB12,MSB13,MHA1,MHA2,MHA3,MHA4,MHA5,MHA6,MHA7,MHA8A,MHA8B,MHA8C,MHA10,MHA24,MHA25,MHA26,MHA27,MHA28,MHA29,MHA30,MHA31,MHA32,MHA33,MHA34,MHA35,MHA36,MTA1,MTA2,MTA3,MTA4,MTA5,MTA6,MTA7,MTA8A,MTA8B,MTA8C,MTA8D,MTA8X,MTA8NR,MTA9,MTA10,MTA11,MTA12A,MTA12B,MTA12C,MTA12X,MTA12NR,MTA13,MTA14,MTA15,MTA16,MTA17,MLS1,MLS2,MLS3,MLS4,MWM25$1,MWM25$2,MWM25$3,MWM26A$1,MWM26A$2,MWM26A$3,MWM26B$1,MWM26B$2,MWM26B$3,MWM27A$1,MWM27A$2,MWM27A$3,MWM27B$1,MWM27B$2,MWM27B$3,MWM27C$1,MWM27C$2,MWM27C$3,MWM27D$1,MWM27D$2,MWM27D$3,MWM27E$1,MWM27E$2,MWM27E$3,MWM27X$1,MWM27X$2,MWM27X$3,MWM28$1,MWM28$2,MWM28$3,HH4,HH6,HH7,HH7A,MWDOI,MWAGE,MWDOB,MWDOM,MWAGEM,MMSTATUS,mwelevel,minsurance,ethnicity,ethnicity2,mnweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,PSU,stratum
630,7,1,630,7,1,304,301,304,21,11,2020,1,1,1,10,31,10,51,1,1,1,1,3,1, , ,304,3,98,1972,48,1,1,1,1, , , , , , ,1,95, , ,2, , , , , , , , ,0,2,3,2, , , , , , , , , , ,2, ,1,2,1,1,0,1,2, , ,1,1,0,2,1,1, ,23,99,2002,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,8,8,1,2, , , ,1,8,1995, ,23,2,10,1,1, ,2, , , , ,1,1,8,1,1,1,2,1,1,8,1,2, , ,2,2, ,2,2,1,1,2,2,1,1,17,2, , ,2, , , , , , , , ,2, , , , , , , ,1,20,0, ,4,9,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,7,865,1148,23,1,1,2,1,1,1.90020761457533,-.50330480789048,1,2, , , ,-.208788424604711,1,2,630,16
630,7,4,630,7,4,304,301,304,23,11,2020,2,2,2,15,9, , , , , , , , , , ,304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,630,16
630,9,3,630,9,3,304,301,304,21,11,2020,1,1,1,9,8,9,22,1,1,1,1,3,1, , ,304,3,1,1990,30,1,3,10,1, , , , , , , ,95, , ,1,A, , , , , , , ,0,0,2,2, , , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,8,8,8,8,8,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,1,2,1,11,2012, ,22,4,7, , , , , , , , ,1,1,8,1,2,2,1,1,1,1,8,1,3,1, ,2, ,1,1,1,1,8,2,8,1,17,2, , ,2, , , , , , , , ,2, , , , , , , ,1,20,2,2,3,7,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,4,1081,1355,22,2,3,1,1,1,2.54217788830249,-.405592127317932,1,2, , , ,-.114471165364799,1,2,630,16
630,9,4,630,9,4,304,301,304,22,11,2020,2,1,1,15,31,15,48,1,1,1,1,3,2,1,1,304,3,1,1995,25,1,2,7,1, , , , , , , ,95, , ,2, , , , , , , , ,0,0,0,2, , , , , , , , , , ,1,3,1,3,1,1,1,0,2, , ,2, , ,1,1, , , ,10,2019,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,2, , , ,1,1,2019, ,95,1,1,1,1, ,2, , , , ,1,1,2,2,2,1,2,2,2,1,1,2, , ,2,2, ,2,1,2,8,1,1,2,1,17,1,30,30,2, , , , , , , , ,2, , , , , , , ,1,17,3,12,3,5,3,2,1, , ,2, , ,4, , , , , ,B, , ,C, , , , , , , , , , , ,2, , ,301,2,6,3,1451,3,1141,1429,24,1,2,2,1,1,2.56094344504676,-.405592127317932,1,2, , , ,-.114471165364799,1,2,630,16
630,13,2,630,13,2,301,301,301,21,11,2020,2,1,1,10,33,10,50,3,1,1,1,3,2,1,1,303,3,1,1992,28,1,1,5,1, , , , , , ,3,95, , ,2, , , , , , , , ,2,0,3,2, , , , , , , , , , ,1,3,1,3,1,2, , ,1,2,0,2, , ,2,1,1, ,24,10,2019,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,7,2014, ,23,2,1,2,1, ,2, , , , ,1,1,1,8,2,2,8,8,1,8,2,2, , ,2,2, ,2,1,1,8,8,2,8,1,20,2, , ,2, , , , , , , , ,2, , , , , , , ,1,17,7,10,2,8,1,1,1, , ,2, , ,2, , , , , , , , ,C, , , , , , , , , , , ,2, , ,301,2,6,3,1451,3,1105,1375,22,1,1,2,1,1,2.56094344504676,-.0642853057931845,1,2, , , ,.214975573558702,2,3,630,16
630,13,4,630,13,4,301,301,301,21,11,2020,1,1,1,9,39,9,56,1,1,1,1,3, , , ,303,3,5,1997,23,1,1,5,1,2, , ,2, , ,3,95, , ,2, , , , , , , , ,2,0,3,2, , , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,1,1,2,2,2,1,1,1,2,2, , ,2,2, ,2,1,1,2,1,2,1,1,20,1,5,10,2, , , , , , , , ,2, , , , , , , ,1,20,10,5,3,5,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,2,1169, , ,3,1,2,1,1,3.4394922592817,-.0642853057931845,1,2, , , ,.214975573558702,2,3,630,16
630,15,1,630,15,1,301,301,301,21,11,2020,2,1,1,12,33,12,57,1,1,1,1,3,2,1,1,302,3,1,1986,34,1,2,7,1, , , , , , , ,1,3,6,1, , , ,D, , , , ,0,0,2,2, , , , , , , , , , ,2, ,1,3,1,1,0,3,2, , ,2, , ,3,1,1, ,24,8,2016,1,1,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1,1, , ,1,9,2009, ,23,1,6,2,1, ,2, , , , ,1,1,8,1,2,2,8,8,8,2, ,2, , ,1,2, ,2,8,1,2,2,1,2,1,20,1,10,30,2, , , , , , , , ,2, , , , , , , ,1,19,3,1,1,1,2,1,1, , ,2, , ,1, , , , , , , , ,C, , , , , , , , , , , ,2, , ,301,2,6,3,1451,4,1033,1317,23,1,2,1,1,1,2.50080513748908,-1.08013507544023,1,1, , , ,-.765574397143083,1,1,630,16
630,17,1,630,17,1,301,301,301,21,11,2020,1,1,1,8,49,9,11,3,1,1,1,3, , , ,302,3,1,1982,38,1,1,4,2, , , , , , ,3,10,3,6,1, , , ,D, , , , ,1,3,3,2, , , , , , , , , , ,2, ,1,3,1,1,1,1,1,0,1,2, , ,3,1,1, ,23,9,2012,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2, , , ,1,7,2004, ,22,2,3,2,1, ,2, , , , ,1,2,2,1,2,2,1,1,2,2,1,2, , ,1,2, ,1,1,1,1,1,2,1,1,26,1,20,30,2, , , , , , , , ,2, , , , , , , ,1,26,10,10,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,5,985,1255,22,1,1,1,1,1,1.87464487955148,.222275960841116,2,3, , , ,.491579112781,3,5,630,16
630,19,2,630,19,2,301,301,301,21,11,2020,2,1,1,15,59,16,7,1,1,1,1,3,2,1,1,302,3,9,2005,15,1,2,7,2,2, , ,2, , , ,95, , ,1, , , , ,E, , , ,0,0,2,1,0, , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,15,0, ,2,7,2,1,1, , ,2, , ,2, , , , , , , , ,C, , , , , , , , , , , ,2, , ,301,2,6,3,1451,1,1269, , ,3,2,1,1,1,2.60081413154354,-1.35978968717411,1,1, , , ,-1.03551128105609,1,1,630,16
631,2,2,631,2,2,304,301,304,25,11,2020,2,1,1,10,31,11,12,1,1,1,1,3,2,1,1,304,3,1,1982,38,1,3,12,1, , , , , , , ,5,1,5,1, , , , ,E, , , ,0,0,3,2, , , , , , , , , , ,1,3,1,2,1,1,1,1,2, , ,1,1,0,3,1,1, ,30,7,2018,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,12,2011, ,29,1,5,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,2,1,1,3,2, ,1,2,1,1,1,1,2,8,2,1,14,2, , ,2, , , , , , , , ,2, , , , , , , ,1,23,10,6,3,6,1,1,1, , ,2, , ,2, , , , , , , , ,C, , , , , , , , , , , ,2, , ,301,1,6,3,1451,5,985,1344,29,1,3,1,1,1,1.76121621835076,.217644070513346,2,3,-.85368892749297,1,1, , , ,631,16
631,6,4,631,6,4,304,301,304,25,11,2020,1,1,1,9,47,10,3,1,1,1,1,3,2,1,1,303,3,5,1986,34,1,4, , , , , , , , , ,2,1,6,1, , , , ,E, , , ,2,3,3,1,3,1,1,1,2,1,1,2,1,1, ,3,1,3,1,1,1,0,2, , ,2, , ,1,1, , , ,8,2018,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,9,2015, ,29,1,3,1,1, ,2, , , , ,1,1,2,1,2,2,1,1,1,2,1,2, , ,1,2, ,1,1,1,1,2,1,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,22,2,10,2,8,1,1,1, , ,2, , ,4, , , , , , , , , , , , , , ,E, , , , , ,2, , ,301,1,6,3,1451,4,1037,1389,29,1,4,1,1,1,2.13644896032528,.443220782731098,3,5,-.379788271573323,2,3, , , ,631,16
631,10,1,631,10,1,304,301,304,25,11,2020,2,2,3,15,51, , , , , , , , , , ,302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,1,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,631,16
631,14,2,631,14,2,301,301,301,24,11,2020,2,2,2,19,53, , , , , , , , , , ,303, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,1,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,631,16
631,14,3,631,14,3,301,301,301,24,11,2020,1,1,1,14,53,15,8,1,1,1,1,3,2,1,1,303,3,12,1999,20,1,4, , , , , , , , , ,95, , ,1, , , , ,E, , , ,2,0,2,1,0, , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,2,2,2,8,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,18,4,2, , , , , , , , ,1,1,2,1,2,2,1,1,1,1,2,2, , ,1,2, ,1,1,8,1,1,1,2,1,15,2, , ,2, , , , , , , , ,2, , , , , , , ,1,17,3,4,3,5,3,1,1, , ,2, , ,3, , , , , ,B, , ,C, , , , , , , , , , , ,2, , ,301,1,6,3,1451,2,1200, , ,3,4,1,1,1,3.08510377433781,-1.09076655153841,1,1,-3.60245073852607,1,1, , , ,631,16
631,16,1,631,16,1,304,301,304,24,11,2020,1,1,1,10,41,10,56,1,1,1,1,3, , , ,304,3,98,1982,38,1,1,1,2, , , , , , ,1,95, , ,1, , , , ,E, , , ,0,0,2,2, , , , , , , , , , ,2, ,1,3,1,1,0,1,1,0,2,2, , ,3,1,1, ,25,3,2013,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,2,2004, ,23,3,1,2,1, ,2, , , , ,1,1,8,1,2,8,2,1,8,8,8,2, , ,2,2, ,2,8,1,1,8,8,1,1,20,1,15,30,2, , , , , , , , ,2, , , , , , , ,1,19,6,6,3,7,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,1,6,3,1451,5,987,1250,21,1,1,1,1,1,1.68149062636796,-.352191292511535,1,2,-2.05082204309146,1,1, , , ,631,16
631,20,1,631,20,1,304,301,304,25,11,2020,2,2,2,15,46, , , , , , , , , , ,304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,1,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,631,16
632,2,2,632,2,2,304,301,304,27,11,2020,2,2,2,21,33, , , , , , , , , , ,301, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,632,16
632,4,1,632,4,1,304,301,304,27,11,2020,2,2,3,11,57, , , , , , , , , , ,302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,632,16
632,8,4,632,8,4,304,301,304,27,11,2020,1,1,1,8,18,8,37,1,1,1,1,3,2,1,1,301,3,4,1984,36,1,1,5,1, , , , , , ,3,95, , ,1, , , , ,E, , , ,0,3,2,2, , , , , , , , , , ,2, ,1,3,1,1,0,2,2, , ,2, , ,2,1,1, ,25,7,2018,8,8,1,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,3,2007, ,24,2,2,2,1, ,2, , , , ,1,1,2,1,2,2,2,8,8,2, ,2, , ,1,2, ,1,1,1,1,2,2,2,1,20,2, , ,2, , , , , , , , ,2, , , , , , , ,1,19,0, ,3,5,2,1,1, , ,2, , ,4, , , , , , , , ,C, , , , , , , , , , , ,2, , ,301,2,6,3,1451,5,1012,1287,22,1,1,1,1,1,1.8924136390592,-.161990399325714,1,2, , , ,.120665637716492,2,3,632,16
632,10,3,632,10,3,304,301,304,27,11,2020,1,1,1,11,30,11,43,1,1,1,1,3,2,1,1,303,3,10,1988,32,1,1,2,2, , , , , , ,3,95, , ,2, , , , , , , , ,1,2,2,2, , , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,8,8,8,8,8,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,8,1,2,8,8,1,8,8,8,2, , ,2,2, ,2,8,1,8,8,2,2,1,20,1,12,10,2, , , , , , , , ,2, , , , , , , ,1,23,10,2,1,0,2,2,1, , ,2, , ,3, , , , , , , , ,C, , , , , , , , , , , ,2, , ,301,2,6,3,1451,4,1066, , ,3,1,2,1,1,2.45010541991204,.521308306465677,3,6, , , ,.780220373036368,4,7,632,16
632,12,1,632,12,1,301,301,301,26,11,2020,1,1,1,16,30,16,45,1,1,1,1,3, , , ,303,3,11,1983,37,1,3,12,1, , , , , , , ,95, , ,2, , , , , , , , ,3,2,3,1,3,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,1,1,2, , ,2, , ,2,1,1, ,33,9,2015,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,10,2010, ,33,2,1,2,1, ,2, , , , ,1,1,2,1,2,2,1,1,2,2,2,2, , ,1,2, ,2,1,1,1,1,2,2,1,30,2, , ,2, , , , , , , , ,2, , , , , , , ,1,18,0, ,2,7,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,5,1007,1330,26,1,3,2,1,1,2.91517979233016,.679905490430005,4,7, , , ,.93330645794402,4,8,632,16
632,14,3,632,14,3,304,301,304,26,11,2020,2,1,1,11,23,11,39,1,1,1,1,3,2,1,1,303,3,2,1993,27,1,2,7,2, , , , , , , ,10,3,6,1, , , , ,E, , , ,0,3,0,2, , , , , , , , , , ,1,3,1,3,1,1,0,1,2, , ,2, , ,1,1, , , ,3,2019,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,10,2018, ,18,3,1,2,1, ,2, , , , ,1,1,1,8,8,8,2,1,2,2,1,2, , ,2,2, ,2,1,1,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,17,0, ,2,10,1,1,1, , ,2, , ,3, , ,A, , , , , , , , , , , , , , , , , ,2, , ,301,2,6,3,1451,3,1118,1426,25,1,2,1,1,1,2.46819132668449,.147117346251482,2,3, , , ,.419032187501431,2,4,632,16
632,16,1,632,16,1,304,301,304,26,11,2020,2,1,1,16,17,16,37,1,1,1,1,3,2,2, ,304,3,98,1978,42,1,1,3,1, , , , , , ,3,20,3,6,1, , , , ,E, , , ,0,2,2,2, , , , , , , , , , ,2, ,1,3,1,1,0,2,2, , ,2, , ,2,1,1, ,30,11,2012,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,2,2012, ,27,1,5,2,1, ,2, , , , ,1,1,8,1,8,2,2,8,8,8, ,2, , ,2,2, ,1,1,1,8,8,1,1,1,25,1,15,30,2, , , , , , , , ,2, , , , , , , ,1,28,10,2,1,10,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,6,946,1346,33,1,1,1,1,1,1.83138599263719,-.563280674066518,1,2, , , ,-.266680187322894,1,2,632,16
632,18,3,632,18,3,304,301,304,27,11,2020,2,2,2,21,33, , , , , , , , , , ,304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,632,16
632,20,1,632,20,1,304,301,304,26,11,2020,1,1,1,15,52,16,6,1,1,1,1,3,2,2, ,304,3,98,1983,37,1,2,6,2, , , , , , , ,95, , ,1, , , , ,E, , , ,0,0,3,2, , , , , , , , , , ,2, ,1,3,1,1,1,1,2, , ,2, , ,2,1,1, ,21,12,2012,2,2,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,10,2002, ,19,2,8,2,1, ,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , ,1,17,1,15,30,2, , , , , , , , ,2, , , , , , , ,1,15,30,10,1,10,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,5,1000,1234,19,1,2,1,1,1,1.80674908743952,-.110270515589993,1,2, , , ,.170588305415065,2,3,632,16
633,6,2,633,6,2,301,301,301,20,11,2020,2,2,2,9,19, , , , , , , , , , ,302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,633,16
633,8,2,633,8,2,304,301,304,20,11,2020,2,2,6,9,10, , , , , , , , , , ,304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,633,16
633,12,2,633,12,2,304,301,304,19,11,2020,1,1,1,19,48,19,57,1,1,1,1,3, , , ,304,3,3,1994,26,2, , , , , , , , , ,3,95, , ,1,A, , , , , , , ,0,0,2,2, , , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,8,8,8,8,8,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,3, , ,3, , , , , ,21,4,4, , , , , , , , ,1,1,2,1,2,2,2,1,1,1,2,2, , ,2,2, ,1,1,1,2,2,2,2,1,14,1,8,30,2, , , , , , , , ,2, , , , , , , ,1,19,4,6,3,7,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,2,6,3,1451,3,1131, , ,3,0,1,1,1,3.03021190435044,.570916472597784,3,6, , , ,.828104703279714,4,7,633,16
633,14,4,633,14,4,304,301,304,19,11,2020,1,1,1,11,21,11,29,1,1,1,1,3,2,1,1,304,3,4,2005,15,1,3,10,2,1,3,10,1,2,9, ,95, , ,1,A, , , , , , , ,0,0,2,2, , , , , , , , , , ,1,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,8,8,8,8,8,2, , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,1,1,2,2,2,1,1,2,8,2, , ,2,2, ,1,1,1,2,2,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,15,0, ,1,10,1,1,1, , ,2, , ,4, , , , , ,B, , , , , , , , , , , , , , ,2, , ,301,2,6,3,1451,1,1264, , ,3,3,1,1,1,3.06490130351108,.744734409909543,4,7, , , ,.995882635047822,4,8,633,16
634,3,2,634,3,2,304,301,304,12,12,2020,1,1,1,17,39,17,57,1,1,1,1,3,2,2, ,304,3,1,1978,42,1,2,6,2, , , , , , , ,95, , ,2, , , , , , , , ,0,0,3,2, , , , , , , , , , ,2, ,1,2,1,1,2,1,1,1,0,1,1,0,5,1,1, ,18,11,2019,2,2,2,2,2,1,2, ,2,2, , , , ,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,1,1998, ,17,3,1,2,1, ,2, , , , ,1,1,2,2,2,2,1,1,1,2,1,2, , ,2,1,2,1,1,1,2,1,1,2,1,8,1,10,30,2, , , , , , , , ,2, , , , , , , ,1,17,30,1,2,5,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,301,1,6,3,1452,6,937,1177,20,1,2,2,1,1,1.17133140036381,-.32297067860722,1,2,-1.98943419875466,1,1, , , ,634,16
634,3,3,634,3,3,304,301,304,12,12,2020,1,1,1,18,1,18,9,1,1,1,1,3,2,1,1,304,3,5,2002,18,1,2,7,1,2, , ,2, , , ,95, , ,2, , , , , , , , ,0,0,3,1,3,2,1,2,2,2,1,2,2,2, ,3,1,3,2, , , , , , ,2, , ,0,1, , , , , ,8,8,8,8,8,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3, , ,3, , , , , ,0, , , , , , , , , , ,1,1,1,1,2,2,1,1,1,1,8,2, , ,2,2, ,2,1,2,8,1,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , ,1,15,0, ,3,7,1,1,1, , ,2, , ,3, , ,A, , , , , , , , , , , , , , , , , ,2, , ,301,1,6,3,1452,1,1229, , ,3,2,2,1,1,1.6032012688612,-.32297067860722,1,2,-1.98943419875466,1,1, , , ,634,16
